Term,RawFrequency,RelativeFrequency,ZScore,ZScoreRatio
snotra,2,115.43346,-0.08502741,0.51189554
snottra,2,115.43346,-0.08502741,0.51189554
sorga,2,115.43346,-0.08502741,0.51189554
sorh,2,115.43346,-0.08502741,0.51189554
sorhfulne,2,115.43346,-0.08502741,0.51189554
soðlice,2,115.43346,-0.08502741,0.51189554
spella,2,115.43346,-0.08502741,0.51189554
speow,2,115.43346,-0.08502741,0.51189554
sprecan,2,115.43346,-0.08502741,0.51189554
sprong,2,115.43346,-0.08502741,0.51189554
spræce,2,115.43346,-0.08502741,0.51189554
stanbogan,2,115.43346,-0.08502741,0.51189554
stane,2,115.43346,-0.08502741,0.51189554
starað,2,115.43346,-0.08502741,0.51189554
stearcheort,2,115.43346,-0.08502741,0.51189554
stefn,2,115.43346,-0.08502741,0.51189554
stefne,2,115.43346,-0.08502741,0.51189554
stig,2,115.43346,-0.08502741,0.51189554
stige,2,115.43346,-0.08502741,0.51189554
stigon,2,115.43346,-0.08502741,0.51189554
stille,2,115.43346,-0.08502741,0.51189554
stondan,2,115.43346,-0.08502741,0.51189554
stop,2,115.43346,-0.08502741,0.51189554
stowe,2,115.43346,-0.08502741,0.51189554
strang,2,115.43346,-0.08502741,0.51189554
streamas,2,115.43346,-0.08502741,0.51189554
strenge,2,115.43346,-0.08502741,0.51189554
strude,2,115.43346,-0.08502741,0.51189554
stræte,2,115.43346,-0.08502741,0.51189554
sundwudu,2,115.43346,-0.08502741,0.51189554
sunnan,2,115.43346,-0.08502741,0.51189554
swat,2,115.43346,-0.08502741,0.51189554
swefað,2,115.43346,-0.08502741,0.51189554
swegles,2,115.43346,-0.08502741,0.51189554
swenge,2,115.43346,-0.08502741,0.51189554
sweofote,2,115.43346,-0.08502741,0.51189554
sweotol,2,115.43346,-0.08502741,0.51189554
swiorice,2,115.43346,-0.08502741,0.51189554
swiðhicgende,2,115.43346,-0.08502741,0.51189554
swor,2,115.43346,-0.08502741,0.51189554
swylcra,2,115.43346,-0.08502741,0.51189554
swylt,2,115.43346,-0.08502741,0.51189554
swyðe,2,115.43346,-0.08502741,0.51189554
sylf,2,115.43346,-0.08502741,0.51189554
sylfa,2,115.43346,-0.08502741,0.51189554
sylfne,2,115.43346,-0.08502741,0.51189554
syllan,2,115.43346,-0.08502741,0.51189554
syllic,2,115.43346,-0.08502741,0.51189554
syrcan,2,115.43346,-0.08502741,0.51189554
sæbat,2,115.43346,-0.08502741,0.51189554
sægenga,2,115.43346,-0.08502741,0.51189554
sælade,2,115.43346,-0.08502741,0.51189554
sænæssas,2,115.43346,-0.08502741,0.51189554
tacne,2,115.43346,-0.08502741,0.51189554
tid,2,115.43346,-0.08502741,0.51189554
til,2,115.43346,-0.08502741,0.51189554
togen,2,115.43346,-0.08502741,0.51189554
torn,2,115.43346,-0.08502741,0.51189554
tosomne,2,115.43346,-0.08502741,0.51189554
tredan,2,115.43346,-0.08502741,0.51189554
treowe,2,115.43346,-0.08502741,0.51189554
twa,2,115.43346,-0.08502741,0.51189554
twegen,2,115.43346,-0.08502741,0.51189554
ufan,2,115.43346,-0.08502741,0.51189554
uncer,2,115.43346,-0.08502741,0.51189554
uncuð,2,115.43346,-0.08502741,0.51189554
uncuþes,2,115.43346,-0.08502741,0.51189554
ungeara,2,115.43346,-0.08502741,0.51189554
unmurnlice,2,115.43346,-0.08502741,0.51189554
unnyt,2,115.43346,-0.08502741,0.51189554
unriht,2,115.43346,-0.08502741,0.51189554
unsofte,2,115.43346,-0.08502741,0.51189554
unswiðor,2,115.43346,-0.08502741,0.51189554
ure,2,115.43346,-0.08502741,0.51189554
userne,2,115.43346,-0.08502741,0.51189554
uton,2,115.43346,-0.08502741,0.51189554
uðe,2,115.43346,-0.08502741,0.51189554
uþe,2,115.43346,-0.08502741,0.51189554
waldendes,2,115.43346,-0.08502741,0.51189554
walu,2,115.43346,-0.08502741,0.51189554
wang,2,115.43346,-0.08502741,0.51189554
warode,2,115.43346,-0.08502741,0.51189554
wealafe,2,115.43346,-0.08502741,0.51189554
wealhðeo,2,115.43346,-0.08502741,0.51189554
wealhþeo,2,115.43346,-0.08502741,0.51189554
weallas,2,115.43346,-0.08502741,0.51189554
wearp,2,115.43346,-0.08502741,0.51189554
wearþ,2,115.43346,-0.08502741,0.51189554
weccean,2,115.43346,-0.08502741,0.51189554
welhwylc,2,115.43346,-0.08502741,0.51189554
wenan,2,115.43346,-0.08502741,0.51189554
weorce,2,115.43346,-0.08502741,0.51189554
weorcum,2,115.43346,-0.08502741,0.51189554
weorode,2,115.43346,-0.08502741,0.51189554
weorðmynd,2,115.43346,-0.08502741,0.51189554
wergan,2,115.43346,-0.08502741,0.51189554
werigmod,2,115.43346,-0.08502741,0.51189554
werod,2,115.43346,-0.08502741,0.51189554
westdenum,2,115.43346,-0.08502741,0.51189554
wic,2,115.43346,-0.08502741,0.51189554
wica,2,115.43346,-0.08502741,0.51189554
wicge,2,115.43346,-0.08502741,0.51189554
wicstede,2,115.43346,-0.08502741,0.51189554
wicum,2,115.43346,-0.08502741,0.51189554
widcuðne,2,115.43346,-0.08502741,0.51189554
wideferhð,2,115.43346,-0.08502741,0.51189554
widwegas,2,115.43346,-0.08502741,0.51189554
wife,2,115.43346,-0.08502741,0.51189554
wigfrecan,2,115.43346,-0.08502741,0.51189554
willa,2,115.43346,-0.08502741,0.51189554
win,2,115.43346,-0.08502741,0.51189554
wind,2,115.43346,-0.08502741,0.51189554
winde,2,115.43346,-0.08502741,0.51189554
windige,2,115.43346,-0.08502741,0.51189554
winedrihten,2,115.43346,-0.08502741,0.51189554
winedryhten,2,115.43346,-0.08502741,0.51189554
winreced,2,115.43346,-0.08502741,0.51189554
wisan,2,115.43346,-0.08502741,0.51189554
wisige,2,115.43346,-0.08502741,0.51189554
wlanc,2,115.43346,-0.08502741,0.51189554
wlenco,2,115.43346,-0.08502741,0.51189554
wlonc,2,115.43346,-0.08502741,0.51189554
woc,2,115.43346,-0.08502741,0.51189554
wod,2,115.43346,-0.08502741,0.51189554
won,2,115.43346,-0.08502741,0.51189554
wonge,2,115.43346,-0.08502741,0.51189554
wonna,2,115.43346,-0.08502741,0.51189554
wop,2,115.43346,-0.08502741,0.51189554
worcum,2,115.43346,-0.08502741,0.51189554
wordes,2,115.43346,-0.08502741,0.51189554
worhte,2,115.43346,-0.08502741,0.51189554
worna,2,115.43346,-0.08502741,0.51189554
worulde,2,115.43346,-0.08502741,0.51189554
wraþum,2,115.43346,-0.08502741,0.51189554
wrece,2,115.43346,-0.08502741,0.51189554
wrecen,2,115.43346,-0.08502741,0.51189554
wrixlan,2,115.43346,-0.08502741,0.51189554
wræte,2,115.43346,-0.08502741,0.51189554
wrætlicne,2,115.43346,-0.08502741,0.51189554
wulf,2,115.43346,-0.08502741,0.51189554
wulfgar,2,115.43346,-0.08502741,0.51189554
wunden,2,115.43346,-0.08502741,0.51189554
wundra,2,115.43346,-0.08502741,0.51189554
wundrum,2,115.43346,-0.08502741,0.51189554
wunnon,2,115.43346,-0.08502741,0.51189554
wunode,2,115.43346,-0.08502741,0.51189554
wurdon,2,115.43346,-0.08502741,0.51189554
wynnum,2,115.43346,-0.08502741,0.51189554
wæccende,2,115.43346,-0.08502741,0.51189554
wæge,2,115.43346,-0.08502741,0.51189554
wægmundinga,2,115.43346,-0.08502741,0.51189554
wælgæst,2,115.43346,-0.08502741,0.51189554
wælræs,2,115.43346,-0.08502741,0.51189554
wælræse,2,115.43346,-0.08502741,0.51189554
wælstowe,2,115.43346,-0.08502741,0.51189554
wæpne,2,115.43346,-0.08502741,0.51189554
xxx,2,115.43346,-0.08502741,0.51189554
yldestan,2,115.43346,-0.08502741,0.51189554
yrfelafe,2,115.43346,-0.08502741,0.51189554
yrringa,2,115.43346,-0.08502741,0.51189554
yðgeblond,2,115.43346,-0.08502741,0.51189554
yþa,2,115.43346,-0.08502741,0.51189554
yþum,2,115.43346,-0.08502741,0.51189554
æfen,2,115.43346,-0.08502741,0.51189554
æfenræste,2,115.43346,-0.08502741,0.51189554
ænegum,2,115.43346,-0.08502741,0.51189554
ængum,2,115.43346,-0.08502741,0.51189554
ænigum,2,115.43346,-0.08502741,0.51189554
ærende,2,115.43346,-0.08502741,0.51189554
æþelum,2,115.43346,-0.08502741,0.51189554
ðah,2,115.43346,-0.08502741,0.51189554
ðas,2,115.43346,-0.08502741,0.51189554
ðearfe,2,115.43346,-0.08502741,0.51189554
ðec,2,115.43346,-0.08502741,0.51189554
ðegn,2,115.43346,-0.08502741,0.51189554
ðegna,2,115.43346,-0.08502741,0.51189554
ðon,2,115.43346,-0.08502741,0.51189554
ðonon,2,115.43346,-0.08502741,0.51189554
ðorfte,2,115.43346,-0.08502741,0.51189554
ðyssum,2,115.43346,-0.08502741,0.51189554
þanan,2,115.43346,-0.08502741,0.51189554
þancode,2,115.43346,-0.08502741,0.51189554
þegne,2,115.43346,-0.08502741,0.51189554
þinga,2,115.43346,-0.08502741,0.51189554
þingian,2,115.43346,-0.08502741,0.51189554
þinne,2,115.43346,-0.08502741,0.51189554
þinra,2,115.43346,-0.08502741,0.51189554
þinre,2,115.43346,-0.08502741,0.51189554
þohton,2,115.43346,-0.08502741,0.51189554
þolað,2,115.43346,-0.08502741,0.51189554
þrowade,2,115.43346,-0.08502741,0.51189554
þrowian,2,115.43346,-0.08502741,0.51189554
þuhte,2,115.43346,-0.08502741,0.51189554
þusenda,2,115.43346,-0.08502741,0.51189554
þæra,2,115.43346,-0.08502741,0.51189554
137,1,57.71673,-0.16610305,-1
1953,1,57.71673,-0.16610305,-1
abeag,1,57.71673,-0.16610305,-1
abealch,1,57.71673,-0.16610305,-1
abel,1,57.71673,-0.16610305,-1
abidan,1,57.71673,-0.16610305,-1
abreat,1,57.71673,-0.16610305,-1
abredwade,1,57.71673,-0.16610305,-1
abreot,1,57.71673,-0.16610305,-1
abrocene,1,57.71673,-0.16610305,-1
abræc,1,57.71673,-0.16610305,-1
abræd,1,57.71673,-0.16610305,-1
acenned,1,57.71673,-0.16610305,-1
acigde,1,57.71673,-0.16610305,-1
acwyð,1,57.71673,-0.16610305,-1
acwæð,1,57.71673,-0.16610305,-1
adfære,1,57.71673,-0.16610305,-1
adreogan,1,57.71673,-0.16610305,-1
afeded,1,57.71673,-0.16610305,-1
afylled,1,57.71673,-0.16610305,-1
agan,1,57.71673,-0.16610305,-1
agangen,1,57.71673,-0.16610305,-1
ageaf,1,57.71673,-0.16610305,-1
agen,1,57.71673,-0.16610305,-1
agendes,1,57.71673,-0.16610305,-1
agendfrean,1,57.71673,-0.16610305,-1
agifan,1,57.71673,-0.16610305,-1
aglæcwif,1,57.71673,-0.16610305,-1
agol,1,57.71673,-0.16610305,-1
ah,1,57.71673,-0.16610305,-1
ahafen,1,57.71673,-0.16610305,-1
ahleop,1,57.71673,-0.16610305,-1
ahlog,1,57.71673,-0.16610305,-1
ahredde,1,57.71673,-0.16610305,-1
ahsode,1,57.71673,-0.16610305,-1
ahsodon,1,57.71673,-0.16610305,-1
aht,1,57.71673,-0.16610305,-1
ahyrded,1,57.71673,-0.16610305,-1
ahæfen,1,57.71673,-0.16610305,-1
alamp,1,57.71673,-0.16610305,-1
aldorbealu,1,57.71673,-0.16610305,-1
aldorceare,1,57.71673,-0.16610305,-1
aldordagum,1,57.71673,-0.16610305,-1
aldorgedal,1,57.71673,-0.16610305,-1
aldorlease,1,57.71673,-0.16610305,-1
aldorleasne,1,57.71673,-0.16610305,-1
aldorþegn,1,57.71673,-0.16610305,-1
aledon,1,57.71673,-0.16610305,-1
alegdon,1,57.71673,-0.16610305,-1
aleh,1,57.71673,-0.16610305,-1
alicgean,1,57.71673,-0.16610305,-1
alumpen,1,57.71673,-0.16610305,-1
alwealdan,1,57.71673,-0.16610305,-1
alyfde,1,57.71673,-0.16610305,-1
alyfed,1,57.71673,-0.16610305,-1
alysed,1,57.71673,-0.16610305,-1
alæg,1,57.71673,-0.16610305,-1
alæte,1,57.71673,-0.16610305,-1
andgit,1,57.71673,-0.16610305,-1
andlean,1,57.71673,-0.16610305,-1
andlongne,1,57.71673,-0.16610305,-1
andrysnum,1,57.71673,-0.16610305,-1
andswarode,1,57.71673,-0.16610305,-1
andweard,1,57.71673,-0.16610305,-1
andwlitan,1,57.71673,-0.16610305,-1
anfealdne,1,57.71673,-0.16610305,-1
angeald,1,57.71673,-0.16610305,-1
angeat,1,57.71673,-0.16610305,-1
angenga,1,57.71673,-0.16610305,-1
angengea,1,57.71673,-0.16610305,-1
anhaga,1,57.71673,-0.16610305,-1
anhar,1,57.71673,-0.16610305,-1
anhydig,1,57.71673,-0.16610305,-1
anpaðas,1,57.71673,-0.16610305,-1
anre,1,57.71673,-0.16610305,-1
ansund,1,57.71673,-0.16610305,-1
ansyne,1,57.71673,-0.16610305,-1
antid,1,57.71673,-0.16610305,-1
anunga,1,57.71673,-0.16610305,-1
anwaldan,1,57.71673,-0.16610305,-1
arað,1,57.71673,-0.16610305,-1
arfæst,1,57.71673,-0.16610305,-1
aris,1,57.71673,-0.16610305,-1
arna,1,57.71673,-0.16610305,-1
arscyldinga,1,57.71673,-0.16610305,-1
arscyldingum,1,57.71673,-0.16610305,-1
arærdon,1,57.71673,-0.16610305,-1
aræred,1,57.71673,-0.16610305,-1
asecgan,1,57.71673,-0.16610305,-1
aseted,1,57.71673,-0.16610305,-1
asetton,1,57.71673,-0.16610305,-1
aspr,1,57.71673,-0.16610305,-1
astag,1,57.71673,-0.16610305,-1
astigeð,1,57.71673,-0.16610305,-1
asungen,1,57.71673,-0.16610305,-1
aswefede,1,57.71673,-0.16610305,-1
ateah,1,57.71673,-0.16610305,-1
atelic,1,57.71673,-0.16610305,-1
atertanum,1,57.71673,-0.16610305,-1
atolan,1,57.71673,-0.16610305,-1
atole,1,57.71673,-0.16610305,-1
attor,1,57.71673,-0.16610305,-1
attorsceaðan,1,57.71673,-0.16610305,-1
attres,1,57.71673,-0.16610305,-1
awa,1,57.71673,-0.16610305,-1
awyrded,1,57.71673,-0.16610305,-1
aða,1,57.71673,-0.16610305,-1
aðohte,1,57.71673,-0.16610305,-1
aðsweord,1,57.71673,-0.16610305,-1
aðum,1,57.71673,-0.16610305,-1
aþas,1,57.71673,-0.16610305,-1
aþumsweorum,1,57.71673,-0.16610305,-1
baldor,1,57.71673,-0.16610305,-1
balwon,1,57.71673,-0.16610305,-1
bana,1,57.71673,-0.16610305,-1
bancofan,1,57.71673,-0.16610305,-1
bane,1,57.71673,-0.16610305,-1
banena,1,57.71673,-0.16610305,-1
banfag,1,57.71673,-0.16610305,-1
banfatu,1,57.71673,-0.16610305,-1
banhringas,1,57.71673,-0.16610305,-1
banum,1,57.71673,-0.16610305,-1
batwearde,1,57.71673,-0.16610305,-1
beacen,1,57.71673,-0.16610305,-1
beacna,1,57.71673,-0.16610305,-1
beadogriman,1,57.71673,-0.16610305,-1
beadohrægl,1,57.71673,-0.16610305,-1
beadoleoma,1,57.71673,-0.16610305,-1
beadomecas,1,57.71673,-0.16610305,-1
beadorinca,1,57.71673,-0.16610305,-1
beadufolme,1,57.71673,-0.16610305,-1
beadulace,1,57.71673,-0.16610305,-1
beadurofes,1,57.71673,-0.16610305,-1
beadurune,1,57.71673,-0.16610305,-1
beaduscearp,1,57.71673,-0.16610305,-1
beaduscrud,1,57.71673,-0.16610305,-1
beaduscruda,1,57.71673,-0.16610305,-1
beadusercean,1,57.71673,-0.16610305,-1
beaduwe,1,57.71673,-0.16610305,-1
beadwa,1,57.71673,-0.16610305,-1
beadwe,1,57.71673,-0.16610305,-1
beag,1,57.71673,-0.16610305,-1
beage,1,57.71673,-0.16610305,-1
beages,1,57.71673,-0.16610305,-1
beaggyfan,1,57.71673,-0.16610305,-1
beaghroden,1,57.71673,-0.16610305,-1
beahhorda,1,57.71673,-0.16610305,-1
beahhordes,1,57.71673,-0.16610305,-1
beahhordum,1,57.71673,-0.16610305,-1
beahsele,1,57.71673,-0.16610305,-1
beahwriðan,1,57.71673,-0.16610305,-1
beahðege,1,57.71673,-0.16610305,-1
bealdode,1,57.71673,-0.16610305,-1
bealdor,1,57.71673,-0.16610305,-1
bealewa,1,57.71673,-0.16610305,-1
bealocwealm,1,57.71673,-0.16610305,-1
bealohycgendra,1,57.71673,-0.16610305,-1
bealohydig,1,57.71673,-0.16610305,-1
bealoniðe,1,57.71673,-0.16610305,-1
bealuwa,1,57.71673,-0.16610305,-1
bealwa,1,57.71673,-0.16610305,-1
bealwe,1,57.71673,-0.16610305,-1
beanstanes,1,57.71673,-0.16610305,-1
bearne,1,57.71673,-0.16610305,-1
bearngebyrdo,1,57.71673,-0.16610305,-1
bearwas,1,57.71673,-0.16610305,-1
beateð,1,57.71673,-0.16610305,-1
bebeorgan,1,57.71673,-0.16610305,-1
bebeorh,1,57.71673,-0.16610305,-1
bebohte,1,57.71673,-0.16610305,-1
becn,1,57.71673,-0.16610305,-1
beddes,1,57.71673,-0.16610305,-1
beddum,1,57.71673,-0.16610305,-1
befleonne,1,57.71673,-0.16610305,-1
befæstan,1,57.71673,-0.16610305,-1
beg,1,57.71673,-0.16610305,-1
begeate,1,57.71673,-0.16610305,-1
begeaton,1,57.71673,-0.16610305,-1
beget,1,57.71673,-0.16610305,-1
begnornodon,1,57.71673,-0.16610305,-1
begylpan,1,57.71673,-0.16610305,-1
behofað,1,57.71673,-0.16610305,-1
beholen,1,57.71673,-0.16610305,-1
behongen,1,57.71673,-0.16610305,-1
behrorene,1,57.71673,-0.16610305,-1
belamp,1,57.71673,-0.16610305,-1
belean,1,57.71673,-0.16610305,-1
beloren,1,57.71673,-0.16610305,-1
benam,1,57.71673,-0.16610305,-1
benan,1,57.71673,-0.16610305,-1
benc,1,57.71673,-0.16610305,-1
bencsweg,1,57.71673,-0.16610305,-1
bend,1,57.71673,-0.16610305,-1
bendum,1,57.71673,-0.16610305,-1
benemde,1,57.71673,-0.16610305,-1
benemdon,1,57.71673,-0.16610305,-1
beneotan,1,57.71673,-0.16610305,-1
bengeato,1,57.71673,-0.16610305,-1
benne,1,57.71673,-0.16610305,-1
beodan,1,57.71673,-0.16610305,-1
beorg,1,57.71673,-0.16610305,-1
beorgas,1,57.71673,-0.16610305,-1
beorhta,1,57.71673,-0.16610305,-1
beorhtan,1,57.71673,-0.16610305,-1
beorhtne,1,57.71673,-0.16610305,-1
beorhtode,1,57.71673,-0.16610305,-1
beorhtost,1,57.71673,-0.16610305,-1
beorhtre,1,57.71673,-0.16610305,-1
beorhtum,1,57.71673,-0.16610305,-1
beorna,1,57.71673,-0.16610305,-1
beorncyning,1,57.71673,-0.16610305,-1
beorne,1,57.71673,-0.16610305,-1
beorscealca,1,57.71673,-0.16610305,-1
beotwordum,1,57.71673,-0.16610305,-1
beoð,1,57.71673,-0.16610305,-1
beredon,1,57.71673,-0.16610305,-1
beren,1,57.71673,-0.16610305,-1
bescufan,1,57.71673,-0.16610305,-1
besette,1,57.71673,-0.16610305,-1
besmiþod,1,57.71673,-0.16610305,-1
besnyðede,1,57.71673,-0.16610305,-1
bestymed,1,57.71673,-0.16610305,-1
beswæled,1,57.71673,-0.16610305,-1
besyred,1,57.71673,-0.16610305,-1
besæt,1,57.71673,-0.16610305,-1
betimbredon,1,57.71673,-0.16610305,-1
betost,1,57.71673,-0.16610305,-1
betstan,1,57.71673,-0.16610305,-1
bewand,1,57.71673,-0.16610305,-1
bewenede,1,57.71673,-0.16610305,-1
beweotede,1,57.71673,-0.16610305,-1
beweotode,1,57.71673,-0.16610305,-1
beweredon,1,57.71673,-0.16610305,-1
bewitiað,1,57.71673,-0.16610305,-1
bewitigað,1,57.71673,-0.16610305,-1
beworhton,1,57.71673,-0.16610305,-1
bewægned,1,57.71673,-0.16610305,-1
bęl,1,57.71673,-0.16610305,-1
bicgan,1,57.71673,-0.16610305,-1
bid,1,57.71673,-0.16610305,-1
biddan,1,57.71673,-0.16610305,-1
bidde,1,57.71673,-0.16610305,-1
bidon,1,57.71673,-0.16610305,-1
bifongen,1,57.71673,-0.16610305,-1
big,1,57.71673,-0.16610305,-1
bigong,1,57.71673,-0.16610305,-1
bille,1,57.71673,-0.16610305,-1
billum,1,57.71673,-0.16610305,-1
bineat,1,57.71673,-0.16610305,-1
bio,1,57.71673,-0.16610305,-1
biodan,1,57.71673,-0.16610305,-1
biorgas,1,57.71673,-0.16610305,-1
biorges,1,57.71673,-0.16610305,-1
biorh,1,57.71673,-0.16610305,-1
biorn,1,57.71673,-0.16610305,-1
biorna,1,57.71673,-0.16610305,-1
biorsele,1,57.71673,-0.16610305,-1
bioð,1,57.71673,-0.16610305,-1
bisgum,1,57.71673,-0.16610305,-1
bisigu,1,57.71673,-0.16610305,-1
biter,1,57.71673,-0.16610305,-1
bitere,1,57.71673,-0.16610305,-1
bitre,1,57.71673,-0.16610305,-1
biwenede,1,57.71673,-0.16610305,-1
blaca,1,57.71673,-0.16610305,-1
blacne,1,57.71673,-0.16610305,-1
blancum,1,57.71673,-0.16610305,-1
bleate,1,57.71673,-0.16610305,-1
blican,1,57.71673,-0.16610305,-1
bliðe,1,57.71673,-0.16610305,-1
bliðheort,1,57.71673,-0.16610305,-1
bliðne,1,57.71673,-0.16610305,-1
blodfag,1,57.71673,-0.16610305,-1
blodge,1,57.71673,-0.16610305,-1
blodig,1,57.71673,-0.16610305,-1
blodigan,1,57.71673,-0.16610305,-1
blodigtoð,1,57.71673,-0.16610305,-1
blodreow,1,57.71673,-0.16610305,-1
blondenfeax,1,57.71673,-0.16610305,-1
blondenfeaxe,1,57.71673,-0.16610305,-1
blondenfeaxum,1,57.71673,-0.16610305,-1
blondenfexa,1,57.71673,-0.16610305,-1
blædagande,1,57.71673,-0.16610305,-1
blædfæstne,1,57.71673,-0.16610305,-1
boden,1,57.71673,-0.16610305,-1
bodode,1,57.71673,-0.16610305,-1
bolcan,1,57.71673,-0.16610305,-1
bolda,1,57.71673,-0.16610305,-1
boldagendra,1,57.71673,-0.16610305,-1
bolstrum,1,57.71673,-0.16610305,-1
bongar,1,57.71673,-0.16610305,-1
borda,1,57.71673,-0.16610305,-1
bordhreoðan,1,57.71673,-0.16610305,-1
bordhæbbende,1,57.71673,-0.16610305,-1
bordrand,1,57.71673,-0.16610305,-1
bordweal,1,57.71673,-0.16610305,-1
bordwudu,1,57.71673,-0.16610305,-1
born,1,57.71673,-0.16610305,-1
bot,1,57.71673,-0.16610305,-1
botme,1,57.71673,-0.16610305,-1
brade,1,57.71673,-0.16610305,-1
bradne,1,57.71673,-0.16610305,-1
breat,1,57.71673,-0.16610305,-1
breca,1,57.71673,-0.16610305,-1
brecða,1,57.71673,-0.16610305,-1
bregdan,1,57.71673,-0.16610305,-1
bregdon,1,57.71673,-0.16610305,-1
bregorof,1,57.71673,-0.16610305,-1
breme,1,57.71673,-0.16610305,-1
brentingas,1,57.71673,-0.16610305,-1
breostgehygdum,1,57.71673,-0.16610305,-1
breostnet,1,57.71673,-0.16610305,-1
breostweorðunge,1,57.71673,-0.16610305,-1
breostwylm,1,57.71673,-0.16610305,-1
breþer,1,57.71673,-0.16610305,-1
brimclifu,1,57.71673,-0.16610305,-1
brimlade,1,57.71673,-0.16610305,-1
brimliðende,1,57.71673,-0.16610305,-1
brimstreamas,1,57.71673,-0.16610305,-1
brimu,1,57.71673,-0.16610305,-1
brimwisan,1,57.71673,-0.16610305,-1
brimwylm,1,57.71673,-0.16610305,-1
bringe,1,57.71673,-0.16610305,-1
brodenmæl,1,57.71673,-0.16610305,-1
brogan,1,57.71673,-0.16610305,-1
brogdenmæl,1,57.71673,-0.16610305,-1
brogdne,1,57.71673,-0.16610305,-1
brohton,1,57.71673,-0.16610305,-1
bronda,1,57.71673,-0.16610305,-1
brondinga,1,57.71673,-0.16610305,-1
brosinga,1,57.71673,-0.16610305,-1
brosnað,1,57.71673,-0.16610305,-1
broþor,1,57.71673,-0.16610305,-1
bruceð,1,57.71673,-0.16610305,-1
brugdon,1,57.71673,-0.16610305,-1
brun,1,57.71673,-0.16610305,-1
brunecg,1,57.71673,-0.16610305,-1
brunfagne,1,57.71673,-0.16610305,-1
brydbure,1,57.71673,-0.16610305,-1
bryde,1,57.71673,-0.16610305,-1
bryneleoma,1,57.71673,-0.16610305,-1
brynewylmum,1,57.71673,-0.16610305,-1
brytnade,1,57.71673,-0.16610305,-1
bryttað,1,57.71673,-0.16610305,-1
bræce,1,57.71673,-0.16610305,-1
buan,1,57.71673,-0.16610305,-1
budon,1,57.71673,-0.16610305,-1
bufolc,1,57.71673,-0.16610305,-1
bugeð,1,57.71673,-0.16610305,-1
bundenheorde,1,57.71673,-0.16610305,-1
bundenne,1,57.71673,-0.16610305,-1
bundenstefna,1,57.71673,-0.16610305,-1
buon,1,57.71673,-0.16610305,-1
burgan,1,57.71673,-0.16610305,-1
burh,1,57.71673,-0.16610305,-1
burhlocan,1,57.71673,-0.16610305,-1
burhstede,1,57.71673,-0.16610305,-1
burhwelan,1,57.71673,-0.16610305,-1
burnan,1,57.71673,-0.16610305,-1
burum,1,57.71673,-0.16610305,-1
butan,1,57.71673,-0.16610305,-1
byldan,1,57.71673,-0.16610305,-1
byman,1,57.71673,-0.16610305,-1
byrelas,1,57.71673,-0.16610305,-1
byrgean,1,57.71673,-0.16610305,-1
